超声乳化针MICS Needle,Bausch & Lomb Inc.,国械注进20152162331,2019-08-28,2024-08-27
彩色超声诊断系统Ultrasound System,通用电气医疗系统超声及基础医疗诊断有限公司 GE Medical Systems Ultrasound & Primary Care Diagnostics LLC,国械注进20193060424,2019-08-26,2024-08-25
彩色超声诊断设备Ultrasound System,"富士胶片索诺声股份有限公司FUJIFILM SONOSITE, INC.",国械注进20143065297,2019-08-12,2024-08-11
超声洁牙设备歯科用多目的超音波治療器,株式会社中西,国械注进20192172315,2019-08-12,2024-08-11
超声骨密度仪Ultrasound Bone Densitometer,"株式会社澳思托Osteosys Co., Ltd.",国械注进20152070439,2019-08-01,2024-07-31
彩色超声诊断设备超音波診断装置,株式会社日立制作所,国械注进20193060393,2019-07-30,2024-07-29
彩色超声诊断设备,株式会社日立制作所,国械注进20193060391,2019-07-30,2024-07-29
肝功能剪切波量化超声诊断仪FibroScan,爱科森ECHOSENS,国械注进20193070371,2019-07-26,2024-07-25
眼科超声乳化治疗仪WHITESTAR SIGANTURE PRO Phacoemulsification System,Abbott Medical Optics Inc.,国械注进20193160370,2019-07-26,2024-07-25
超声诊断仪Diagnostic Ultrasound System,通用电气威美达超声设备有限公司GE Vingmed Ultrasound A/S,国械注进20192060366,2019-07-24,2024-07-23
支气管超声活检针Echotip Endobronchial High Definition Ultrasound Needle,库克爱尔兰有限公司Cook Ireland Limited,国械注进20152022593,2019-07-22,2024-07-21
彩色超声诊断系统Diagnostic Ultrasound System and Transducers,"飞利浦超声股份有限公司Philips Ultrasound, Inc.",国械注进20193062262,2019-07-22,2024-07-21
超声诊断系统”InnoSight” Diagnostic Ultrasound System(“伊諾賽”診斷用超音波系统),佳世达科技股份有限公司佳世達科技股份有限公司,国械注许20192060007,2019-07-16,2024-07-15
超声诊断仪Diagnostic Ultrasound System,"通用电气医疗系统超声及基础医疗诊断有限公司GE Medical Systems Ultrasound & Primary Care Diagnostics, LLC",国械注进20193060347,2019-07-05,2024-07-04
超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统股份有限公司Siemens Medical Solutions USA, Inc.",国械注进20193060320,2019-06-25,2024-06-24
超声乳化针头套管Sleeve,Bausch & Lomb Inc.,国械注进20152161210,2019-06-24,2024-06-23
血管内超声系统Ultrasound Imaging System,波士顿科学公司Boston Scientific Corporation,国械注进20193062182,2019-06-21,2024-06-20
超声洁牙手机Ultrasonic scaler,卡瓦有限责任公司Kaltenbach & Voigt GmbH,国械注进20152142430,2019-06-21,2024-06-20
内窥镜超声活检针及配件Expect Endoscopic Ultrasound Aspiration Needle,波士顿科学公司Boston Scientific Corporation,国械注进20192022162,2019-06-21,2024-06-20
超声用电磁定位工具Electromagnetic Tracking System,"希梧科医疗器械有限公司CIVCO Medical Instruments Co.,Inc.",国械注进20192062184,2019-06-21,2024-06-20
血管内超声系统Ultrasound Imaging System,波士顿科学公司Boston Scientific Corporation,国械注进20193062183,2019-06-21,2024-06-20
内镜用超声探头内視鏡用超音波プローブ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20153063549,2019-06-21,2024-06-20
超声高频外科集成系统超声刀头Harmonic Focus (Long) Shears + Adaptive Tissue Technology,"爱惜康内镜外科器械有限责任公司Ethicon Endo-Surgery, LLC",国械注进20153010638,2019-06-03,2024-06-02
内窥镜超声活检针及配件Expect Flexible Endoscopic Ultrasound Aspiration Needle,波士顿科学公司Boston Scientific Corporation,国械注进20192022112,2019-05-30,2024-05-29
数字化彩色超声波诊断装置デジタル超音波診断装置,株式会社日立制作所株式会社日立製作所,国械注进20193062092,2019-05-22,2024-05-21
彩色多普勒超声诊断仪Color Doppler Ultrasound Diagnostic Scanner,百科医疗有限公司BK Medical ApS,国械注进20153061933,2019-05-22,2024-05-21
超声诊断仪Ultrasound Diagnostic Equipment（범용초음파영상진단장치）,"三星麦迪逊有限公司SAMSUNG MEDISON CO.,LTD.（삼성메디슨(주)）",国械注进20192060275,2019-05-21,2024-05-20
超声诊断仪Ultrasound Diagnostic Equipment,"三星麦迪逊有限公司SAMSUNG MEDISON CO.,LTD.",国械注进20192062077,2019-05-20,2024-05-19
超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统股份有限公司Siemens Medical Solutions USA, Inc.",国械注进20152060872,2019-05-13,2024-05-12
心腔内超声导管ViewFlex Xtra ICE Catheter,"Irvine Biomedical, Inc. a St. Jude Medical Company",国械注进20193060208,2019-05-06,2024-05-05
超声影像数据管理软件ViewPoint 6,通用电气医疗有限公司GE Healthcare GmbH,国械注进20192210242,2019-04-29,2024-04-28
超声眼科乳化治疗仪及附件Laureate World Phaco System and Accessories,"美国爱尔康公司Alcon Laboratories, Incorporated",国械注进20153160989,2019-04-28,2024-04-27
超声内窥镜图像处理装置,奥林巴斯医疗株式会社,国械注进20143065991,2019-04-28,2024-04-27
超声影像引导系统Clarity System,医科达（加拿大）有限公司Elekta Ltd.,国械注进20193052016,2019-04-28,2024-04-27
超声诊断设备DIAGNOSTIC ULTRASOUND SYSTEM,佳能医疗系统株式会社キヤノンメディカルシステムズ株式会社,国械注进20193062012,2019-04-28,2024-04-27
超声诊断设备汎用超音波画像診断装置,佳能医疗系统株式会社キヤノンメディカルシステムズ株式会社,国械注进20192062006,2019-04-28,2024-04-27
超声诊断设备汎用超音波画像診断装置,佳能医疗系统株式会社キヤノンメディカルシステムズ株式会社,国械注进20193062008,2019-04-28,2024-04-27
超声眼科乳化治疗仪及附件Vision System and Accessories,"美国爱尔康公司Alcon Laboratories, Incorporated",国械注进20153161070,2019-04-28,2024-04-27
超声诊断设备汎用超音波画像診断装置,佳能医疗系统株式会社キヤノンメディカルシステムズ株式会社,国械注进20193062010,2019-04-28,2024-04-27
超声诊断设备汎用超音波画像診断装置,佳能医疗系统株式会社キヤノンメディカルシステムズ株式会社,国械注进20193062007,2019-04-28,2024-04-27
超声诊断设备汎用超音波画像診断装置,佳能医疗系统株式会社キヤノンメディカルシステムズ株式会社,国械注进20193062013,2019-04-28,2024-04-27
冠脉超声成像导管Coronary Imaging Catheter,波士顿科学公司Boston Scientific Corporation,国械注进20193061987,2019-04-18,2024-04-17
超声电子胃镜超音波ガストロビデオスコープ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20153063719,2019-04-18,2024-04-17
超声眼科晶状体摘除和玻璃体切除设备及附件Constellation Vision System and Accessories,"美国爱尔康公司Alcon Laboratories, Incorporated",国械注进20153161071,2019-04-18,2024-04-17
超声眼科乳化治疗仪及附件Vision System,"美国爱尔康公司Alcon Laboratories, Incorporated",国械注进20153161069,2019-04-15,2024-04-14
超声洁牙设备歯科用多目的超音波治療器,株式会社中西株式会社ナカニシ,国械注进20192171966,2019-04-11,2024-04-10
超声探头Ultrasound Transducer,百科医疗有限公司B-K Medical ApS,国械注进20193061939,2019-04-04,2024-04-03
彩色超声诊断系统Diagnostic Ultrasound System and Transducers,"飞利浦超声股份有限公司Philips Ultrasound, Inc.",国械注进20193061919,2019-03-29,2024-03-28
彩色超声诊断系统Diagnostic Ultrasound System and Transducers,"飞利浦超声股份有限公司Philips Ultrasound, Inc.",国械注进20193061914,2019-03-29,2024-03-28
超声高频外科集成系统超声刀头Harmonic HD 1000i Ultrasonic Surgical Devices,"Ethicon Endo-Surgery, LLC",国械注进20193010160,2019-03-29,2024-03-28
便携式超声诊断仪ポケットエコー miruco,日本希格玛株式会社日本シグマックス株式会社,国械注进20192060150,2019-03-26,2024-03-25
一次性使用超声外科吸引系统附件Cusa Excel Ultrasonic Surgical Aspirator System-Tip & CEM Nosecone,Integra LifeSciences (Ireland) Ltd,国械注进20193010129,2019-03-25,2024-03-24
超声外科吸引系统附件Cusa Excel Ultrasonic Surgical Aspirator System-Tip,Integra LifeSciences (Ireland) Ltd,国械注进20193010122,2019-03-25,2024-03-24
超声诊断产品Ultrasonic Diagnostic Equipment,百胜股份有限公司ESAOTE S.p.A.,国械注进20192060105,2019-03-15,2024-03-14
高分辨超声活检针ECHOTIP Ultra High Definition Ultrasound Access Needle,库克爱尔兰有限公司Cook Ireland Limited,国械注进20152021702,2019-03-13,2024-03-12
一次性使用超声清石探针Ultrasound Probe,OMNIA SPA,国械注进20193010099,2019-03-12,2024-03-11
超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统股份有限公司Siemens Medical Solutions USA, Inc.",国械注进20193061741,2019-03-01,2024-02-29
超声骨刀雅堤士牙科用超音波骨刀機及其附件,庆暐医疗器材科技股份有限公司慶暐醫療器材科技股份有限公司,国械注许20193010055,2019-03-01,2024-02-29
超声骨密度仪UItrasound Bone Densitometer,"株式会社澳思托Osteosys Co.,Ltd.",国械注进20192071743,2019-03-01,2024-02-29
彩色超声诊断仪汎用超音波画像診断装置,株式会社日立制作所株式会社日立製作所,国械注进20193061699,2019-02-15,2024-02-14
肌电反馈、超声及电疗治疗仪Myography，ultrasonic and electrotherapy equipment,Enraf-Nonius B.V.,国械注进20192071663,2019-02-01,2024-01-31
超声活检针EchoTip Ultra Endoscopic Ultrasound Needle,库克爱尔兰有限公司Cook Ireland Limited,国械注进20152020414,2019-01-30,2024-01-29
彩色超声诊断设备汎用超音波画像診断装置,株式会社日立制作所株式会社日立製作所,国械注进20193060035,2019-01-30,2024-01-29
彩色超声诊断设备汎用超音波画像診断装置,株式会社日立制作所株式会社日立製作所,国械注进20193060034,2019-01-30,2024-01-29
彩色超声诊断系统 Ultrasound Scanner,安络杰集团公司Analogic Corporation,国械注进20193060033,2019-01-30,2024-01-29
彩色超声诊断仪Diagnostic Ultrasound System,"韩国通用电气超声有限公司GE Ultrasound Korea, Ltd.",国械注进20193061626,2019-01-29,2024-01-28
双极高频超声双输出手术系统サージカル ティシュー マネージメント システム,奥林巴斯医疗株式会社,国械注进20153010952,2019-01-29,2024-01-28
血管内超声诊断导管Digital IVUS Catheter,Volcano corporation,国械注进20193061627,2019-01-29,2024-01-28
血管内超声诊断导管Intravascular Ultrasound Imaging Catheter,Volcano corporation,国械注进20193061625,2019-01-29,2024-01-28
超声图像诊断仪Diagnostic ultrasound imaging system,SUPERSONIC IMAGINE,国械注进20193060025,2019-01-17,2024-01-16
眼科超声乳化治疗仪COMPACT INTUITIV System,Abbott Medical Optics Inc.,国械注进20193160026,2019-01-17,2024-01-16
超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统股份有限公司Siemens Medical Solutions USA, Inc.",国械注进20192060016,2019-01-14,2024-01-13
超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统股份有限公司Siemens Medical Solutions USA, Inc.",国械注进20192060012,2019-01-14,2024-01-13
彩色超声诊断仪Diagnostic Ultrasound System and Transducers,"Philips Ultrasound, Inc.",国械注进20192060014,2019-01-14,2024-01-13
超声电子支气管内窥镜超音波気管支ファイバービデオスコープ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20153061606,2018-12-26,2023-12-25
超声活检针EBUS Needle Systems,德国环球医疗有限责任公司Medi-Globe GmbH,国械注进20142025583,2018-11-30,2023-11-29
超声波数据分析系统,株式会社日立制作所株式会社日立製作所,国械注进20182210402,2018-10-17,2023-10-16
超声诊断设备,东芝医疗系统株式会社東芝メディカルシステムズ株式会社,国械注进20183060380,2018-10-12,2023-10-11
超声诊断设备,东芝医疗系统株式会社東芝メディカルシステムズ株式会社,国械注进20183060381,2018-10-12,2023-10-11
便携式彩色超声诊断系统Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20182060347,2018-09-21,2023-09-20
手持式穿刺定位用超声设备Accuro,"Rivanna Medical, LLC",国械注进20182060364,2018-09-21,2023-09-20
超声眼科乳化治疗仪,Carl Zeiss Meditec AG,国械注进20183162338,2018-09-05,2023-09-04
超声诊断仪Diagnostic Ultrasound System,奥地利通用电气医疗两合公司GE Healthcare Austria GmbH & Co OG,国械注进20152061495,2018-08-20,2023-08-19
彩色超声诊断仪汎用超音波画像診断装置,株式会社日立制作所株式会社日立製作所,国械注进20183062269,2018-08-20,2023-08-19
超声洁牙机Dental Scaler,E.M.S. Electro Medical Systems S.A.,国械注进20182032275,2018-08-20,2023-08-19
便携式彩色超声诊断仪Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183062278,2018-08-20,2023-08-19
超声电子上消化道内窥镜,HOYA株式会社,国械注进20183062277,2018-08-20,2023-08-19
超声诊断设备汎用超音波画像診断装置,东芝医疗系统株式会社/東芝メディカルシステムズ株式会社,国械注进20183060304,2018-08-12,2023-08-11
内窥镜超声探头体腔向け超音波診断用プローブ,富士胶片株式会社富士フイルム株式会社,国械注进20183230293,2018-07-30,2023-07-29
超声波治疗仪超音波治療器,"伊藤超短波株式会社ITO Co., Ltd",国械注进20182232195,2018-07-11,2023-07-10
心腔内超声导管Ultra ICE Plus 9MHz IntraCardiac Echo Catheter,Boston Scientific Corporation,国械注进20183230244,2018-07-02,2023-07-01
便携式彩色超声诊断系统FUJIFILM FC1 Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183230242,2018-07-02,2023-07-01
眼科AB型超声诊断仪Diagnostic Ophthalmic Ultrasound,Ellex Medical Pty Ltd,国械注进20183232145,2018-06-27,2023-06-26
内镜用超声探头内視鏡用超音波プローブ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20183232074,2018-06-04,2023-06-03
超声诊断系统Ultrasound System,Rimed Ltd.,国械注进20182232081,2018-06-04,2023-06-03
超声波治疗仪Ultrasound,"伊藤超短波株式会社ITO CO., LTD.",国械注进20182232072,2018-06-04,2023-06-03
超声活检针及附件EUS Needle Systems,Medi-Globe GmbH,国械注进20183152041,2018-05-28,2023-05-27
超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统公司Siemens Medical Solutions USA, Inc.",国械注进20182230177,2018-05-04,2023-05-03
磁共振引导高强度聚焦超声治疗系统MR-Guided High Intensity Focused Ultrasound Therapy System,Philips Oy Philips Medical Systems MR Finland,国械注进20183231019,2018-05-04,2023-05-03
聚焦超声减脂仪Contour I V3,Syneron Medical Ltd.,国械注进20183231020,2018-05-04,2023-05-03
超声诊断仪Ultrasound Diagnostic Equipment,"三星麦迪逊有限公司SAMSUNG MEDISON CO.,LTD.",国械注进20182231972,2018-04-26,2023-04-25
超声诊断仪Ultrasound Diagnostic Imaging System,"SuperSonic Imagine, SA",国械注进20183231970,2018-04-26,2023-04-25
超声诊断仪Diagnostic Ultrasound System,奥地利通用电气医疗两合公司GE Healthcare Austria GmbH & Co OG,国械注进20152061495,2018-08-20,2023-08-19
彩色超声诊断仪汎用超音波画像診断装置,株式会社日立制作所株式会社日立製作所,国械注进20183062269,2018-08-20,2023-08-19
超声洁牙机Dental Scaler,E.M.S. Electro Medical Systems S.A.,国械注进20182032275,2018-08-20,2023-08-19
便携式彩色超声诊断仪Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183062278,2018-08-20,2023-08-19
超声电子上消化道内窥镜,HOYA株式会社,国械注进20183062277,2018-08-20,2023-08-19
超声诊断设备汎用超音波画像診断装置,东芝医疗系统株式会社/東芝メディカルシステムズ株式会社,国械注进20183060304,2018-08-12,2023-08-11
内窥镜超声探头体腔向け超音波診断用プローブ,富士胶片株式会社富士フイルム株式会社,国械注进20183230293,2018-07-30,2023-07-29
超声波治疗仪超音波治療器,"伊藤超短波株式会社ITO Co., Ltd",国械注进20182232195,2018-07-11,2023-07-10
心腔内超声导管Ultra ICE Plus 9MHz IntraCardiac Echo Catheter,Boston Scientific Corporation,国械注进20183230244,2018-07-02,2023-07-01
便携式彩色超声诊断系统FUJIFILM FC1 Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183230242,2018-07-02,2023-07-01
眼科AB型超声诊断仪Diagnostic Ophthalmic Ultrasound,Ellex Medical Pty Ltd,国械注进20183232145,2018-06-27,2023-06-26
内镜用超声探头内視鏡用超音波プローブ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20183232074,2018-06-04,2023-06-03
超声诊断系统Ultrasound System,Rimed Ltd.,国械注进20182232081,2018-06-04,2023-06-03
超声波治疗仪Ultrasound,"伊藤超短波株式会社ITO CO., LTD.",国械注进20182232072,2018-06-04,2023-06-03
超声活检针及附件EUS Needle Systems,Medi-Globe GmbH,国械注进20183152041,2018-05-28,2023-05-27
超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统公司Siemens Medical Solutions USA, Inc.",国械注进20182230177,2018-05-04,2023-05-03
磁共振引导高强度聚焦超声治疗系统MR-Guided High Intensity Focused Ultrasound Therapy System,Philips Oy Philips Medical Systems MR Finland,国械注进20183231019,2018-05-04,2023-05-03
聚焦超声减脂仪Contour I V3,Syneron Medical Ltd.,国械注进20183231020,2018-05-04,2023-05-03
超声诊断仪Ultrasound Diagnostic Equipment,"三星麦迪逊有限公司SAMSUNG MEDISON CO.,LTD.",国械注进20182231972,2018-04-26,2023-04-25
超声诊断仪Ultrasound Diagnostic Imaging System,"SuperSonic Imagine, SA",国械注进20183231970,2018-04-26,2023-04-25
超声诊断仪Diagnostic Ultrasound System,奥地利通用电气医疗两合公司GE Healthcare Austria GmbH & Co OG,国械注进20152061495,2018-08-20,2023-08-19
彩色超声诊断仪汎用超音波画像診断装置,株式会社日立制作所株式会社日立製作所,国械注进20183062269,2018-08-20,2023-08-19
超声洁牙机Dental Scaler,E.M.S. Electro Medical Systems S.A.,国械注进20182032275,2018-08-20,2023-08-19
便携式彩色超声诊断仪Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183062278,2018-08-20,2023-08-19
超声电子上消化道内窥镜,HOYA株式会社,国械注进20183062277,2018-08-20,2023-08-19
超声诊断设备汎用超音波画像診断装置,东芝医疗系统株式会社/東芝メディカルシステムズ株式会社,国械注进20183060304,2018-08-12,2023-08-11
内窥镜超声探头体腔向け超音波診断用プローブ,富士胶片株式会社富士フイルム株式会社,国械注进20183230293,2018-07-30,2023-07-29
超声波治疗仪超音波治療器,"伊藤超短波株式会社ITO Co., Ltd",国械注进20182232195,2018-07-11,2023-07-10
心腔内超声导管Ultra ICE Plus 9MHz IntraCardiac Echo Catheter,Boston Scientific Corporation,国械注进20183230244,2018-07-02,2023-07-01
便携式彩色超声诊断系统FUJIFILM FC1 Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183230242,2018-07-02,2023-07-01
眼科AB型超声诊断仪Diagnostic Ophthalmic Ultrasound,Ellex Medical Pty Ltd,国械注进20183232145,2018-06-27,2023-06-26
内镜用超声探头内視鏡用超音波プローブ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20183232074,2018-06-04,2023-06-03
超声诊断系统Ultrasound System,Rimed Ltd.,国械注进20182232081,2018-06-04,2023-06-03
超声波治疗仪Ultrasound,"伊藤超短波株式会社ITO CO., LTD.",国械注进20182232072,2018-06-04,2023-06-03
超声活检针及附件EUS Needle Systems,Medi-Globe GmbH,国械注进20183152041,2018-05-28,2023-05-27
超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统公司Siemens Medical Solutions USA, Inc.",国械注进20182230177,2018-05-04,2023-05-03
磁共振引导高强度聚焦超声治疗系统MR-Guided High Intensity Focused Ultrasound Therapy System,Philips Oy Philips Medical Systems MR Finland,国械注进20183231019,2018-05-04,2023-05-03
聚焦超声减脂仪Contour I V3,Syneron Medical Ltd.,国械注进20183231020,2018-05-04,2023-05-03
超声诊断仪Ultrasound Diagnostic Equipment,"三星麦迪逊有限公司SAMSUNG MEDISON CO.,LTD.",国械注进20182231972,2018-04-26,2023-04-25
超声诊断仪Ultrasound Diagnostic Imaging System,"SuperSonic Imagine, SA",国械注进20183231970,2018-04-26,2023-04-25
超声诊断仪Diagnostic Ultrasound System,奥地利通用电气医疗两合公司GE Healthcare Austria GmbH & Co OG,国械注进20152061495,2018-08-20,2023-08-19
彩色超声诊断仪汎用超音波画像診断装置,株式会社日立制作所株式会社日立製作所,国械注进20183062269,2018-08-20,2023-08-19
超声洁牙机Dental Scaler,E.M.S. Electro Medical Systems S.A.,国械注进20182032275,2018-08-20,2023-08-19
便携式彩色超声诊断仪Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183062278,2018-08-20,2023-08-19
超声电子上消化道内窥镜,HOYA株式会社,国械注进20183062277,2018-08-20,2023-08-19
超声诊断设备汎用超音波画像診断装置,东芝医疗系统株式会社/東芝メディカルシステムズ株式会社,国械注进20183060304,2018-08-12,2023-08-11
内窥镜超声探头体腔向け超音波診断用プローブ,富士胶片株式会社富士フイルム株式会社,国械注进20183230293,2018-07-30,2023-07-29
超声波治疗仪超音波治療器,"伊藤超短波株式会社ITO Co., Ltd",国械注进20182232195,2018-07-11,2023-07-10
心腔内超声导管Ultra ICE Plus 9MHz IntraCardiac Echo Catheter,Boston Scientific Corporation,国械注进20183230244,2018-07-02,2023-07-01
便携式彩色超声诊断系统FUJIFILM FC1 Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183230242,2018-07-02,2023-07-01
眼科AB型超声诊断仪Diagnostic Ophthalmic Ultrasound,Ellex Medical Pty Ltd,国械注进20183232145,2018-06-27,2023-06-26
内镜用超声探头内視鏡用超音波プローブ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20183232074,2018-06-04,2023-06-03
超声诊断系统Ultrasound System,Rimed Ltd.,国械注进20182232081,2018-06-04,2023-06-03
超声波治疗仪Ultrasound,"伊藤超短波株式会社ITO CO., LTD.",国械注进20182232072,2018-06-04,2023-06-03
超声活检针及附件EUS Needle Systems,Medi-Globe GmbH,国械注进20183152041,2018-05-28,2023-05-27
超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统公司Siemens Medical Solutions USA, Inc.",国械注进20182230177,2018-05-04,2023-05-03
磁共振引导高强度聚焦超声治疗系统MR-Guided High Intensity Focused Ultrasound Therapy System,Philips Oy Philips Medical Systems MR Finland,国械注进20183231019,2018-05-04,2023-05-03
聚焦超声减脂仪Contour I V3,Syneron Medical Ltd.,国械注进20183231020,2018-05-04,2023-05-03
超声诊断仪Ultrasound Diagnostic Equipment,"三星麦迪逊有限公司SAMSUNG MEDISON CO.,LTD.",国械注进20182231972,2018-04-26,2023-04-25
超声诊断仪Ultrasound Diagnostic Imaging System,"SuperSonic Imagine, SA",国械注进20183231970,2018-04-26,2023-04-25
超声诊断仪Diagnostic Ultrasound System,奥地利通用电气医疗两合公司GE Healthcare Austria GmbH & Co OG,国械注进20152061495,2018-08-20,2023-08-19
彩色超声诊断仪汎用超音波画像診断装置,株式会社日立制作所株式会社日立製作所,国械注进20183062269,2018-08-20,2023-08-19
超声洁牙机Dental Scaler,E.M.S. Electro Medical Systems S.A.,国械注进20182032275,2018-08-20,2023-08-19
便携式彩色超声诊断仪Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183062278,2018-08-20,2023-08-19
超声电子上消化道内窥镜,HOYA株式会社,国械注进20183062277,2018-08-20,2023-08-19
超声诊断设备汎用超音波画像診断装置,东芝医疗系统株式会社/東芝メディカルシステムズ株式会社,国械注进20183060304,2018-08-12,2023-08-11
内窥镜超声探头体腔向け超音波診断用プローブ,富士胶片株式会社富士フイルム株式会社,国械注进20183230293,2018-07-30,2023-07-29
超声波治疗仪超音波治療器,"伊藤超短波株式会社ITO Co., Ltd",国械注进20182232195,2018-07-11,2023-07-10
心腔内超声导管Ultra ICE Plus 9MHz IntraCardiac Echo Catheter,Boston Scientific Corporation,国械注进20183230244,2018-07-02,2023-07-01
便携式彩色超声诊断系统FUJIFILM FC1 Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183230242,2018-07-02,2023-07-01
眼科AB型超声诊断仪Diagnostic Ophthalmic Ultrasound,Ellex Medical Pty Ltd,国械注进20183232145,2018-06-27,2023-06-26
内镜用超声探头内視鏡用超音波プローブ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20183232074,2018-06-04,2023-06-03
超声诊断系统Ultrasound System,Rimed Ltd.,国械注进20182232081,2018-06-04,2023-06-03
超声波治疗仪Ultrasound,"伊藤超短波株式会社ITO CO., LTD.",国械注进20182232072,2018-06-04,2023-06-03
超声活检针及附件EUS Needle Systems,Medi-Globe GmbH,国械注进20183152041,2018-05-28,2023-05-27
超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统公司Siemens Medical Solutions USA, Inc.",国械注进20182230177,2018-05-04,2023-05-03
磁共振引导高强度聚焦超声治疗系统MR-Guided High Intensity Focused Ultrasound Therapy System,Philips Oy Philips Medical Systems MR Finland,国械注进20183231019,2018-05-04,2023-05-03
聚焦超声减脂仪Contour I V3,Syneron Medical Ltd.,国械注进20183231020,2018-05-04,2023-05-03
超声诊断仪Ultrasound Diagnostic Equipment,"三星麦迪逊有限公司SAMSUNG MEDISON CO.,LTD.",国械注进20182231972,2018-04-26,2023-04-25
超声诊断仪Ultrasound Diagnostic Imaging System,"SuperSonic Imagine, SA",国械注进20183231970,2018-04-26,2023-04-25
超声诊断仪Diagnostic Ultrasound System,奥地利通用电气医疗两合公司GE Healthcare Austria GmbH & Co OG,国械注进20152061495,2018-08-20,2023-08-19
彩色超声诊断仪汎用超音波画像診断装置,株式会社日立制作所株式会社日立製作所,国械注进20183062269,2018-08-20,2023-08-19
超声洁牙机Dental Scaler,E.M.S. Electro Medical Systems S.A.,国械注进20182032275,2018-08-20,2023-08-19
便携式彩色超声诊断仪Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183062278,2018-08-20,2023-08-19
超声电子上消化道内窥镜,HOYA株式会社,国械注进20183062277,2018-08-20,2023-08-19
超声诊断设备汎用超音波画像診断装置,东芝医疗系统株式会社/東芝メディカルシステムズ株式会社,国械注进20183060304,2018-08-12,2023-08-11
内窥镜超声探头体腔向け超音波診断用プローブ,富士胶片株式会社富士フイルム株式会社,国械注进20183230293,2018-07-30,2023-07-29
超声波治疗仪超音波治療器,"伊藤超短波株式会社ITO Co., Ltd",国械注进20182232195,2018-07-11,2023-07-10
心腔内超声导管Ultra ICE Plus 9MHz IntraCardiac Echo Catheter,Boston Scientific Corporation,国械注进20183230244,2018-07-02,2023-07-01
便携式彩色超声诊断系统FUJIFILM FC1 Ultrasound System,"FUJIFILM SonoSite, Inc.",国械注进20183230242,2018-07-02,2023-07-01
眼科AB型超声诊断仪Diagnostic Ophthalmic Ultrasound,Ellex Medical Pty Ltd,国械注进20183232145,2018-06-27,2023-06-26
内镜用超声探头内視鏡用超音波プローブ,奥林巴斯医疗株式会社オリンパスメディカルシステムズ株式会社,国械注进20183232074,2018-06-04,2023-06-03
超声诊断系统Ultrasound System,Rimed Ltd.,国械注进20182232081,2018-06-04,2023-06-03
超声波治疗仪Ultrasound,"伊藤超短波株式会社ITO CO., LTD.",国械注进20182232072,2018-06-04,2023-06-03
超声活检针及附件EUS Needle Systems,Medi-Globe GmbH,国械注进20183152041,2018-05-28,2023-05-27
超声诊断系统Diagnostic Ultrasound System,"美国西门子医疗系统公司Siemens Medical Solutions USA, Inc.",国械注进20182230177,2018-05-04,2023-05-03
磁共振引导高强度聚焦超声治疗系统MR-Guided High Intensity Focused Ultrasound Therapy System,Philips Oy Philips Medical Systems MR Finland,国械注进20183231019,2018-05-04,2023-05-03
聚焦超声减脂仪Contour I V3,Syneron Medical Ltd.,国械注进20183231020,2018-05-04,2023-05-03
超声诊断仪Ultrasound Diagnostic Equipment,"三星麦迪逊有限公司SAMSUNG MEDISON CO.,LTD.",国械注进20182231972,2018-04-26,2023-04-25
超声诊断仪Ultrasound Diagnostic Imaging System,"SuperSonic Imagine, SA",国械注进20183231970,2018-04-26,2023-04-25
超声诊断仪Diagnostic Ultrasound System,奥地利通用电气医疗两合公司GE Healthcare Austria GmbH & Co OG,国械注进20152061495,2018-08-20,2023-08-19
